,問題,回答,,,
3476,更不用說四萬名受傷士兵了。,但布希曾經到醫院探望過他們中的一些人。,,,
3477,但布希曾經到醫院探望過他們中的一些人。,很高興他抽出時間來拜訪。,,,
3478,很高興他抽出時間來拜訪。,他與他們交談，讓他們感覺好多了。,,,
3479,他與他們交談，讓他們感覺好多了。,他是否與每一個失去士兵的家庭交談過？,,,
3480,他是否與每一個失去士兵的家庭交談過？,不，他沒有時間這麼做。,,,
3481,不，他沒有時間這麼做。,好吧，他現在有的是時間！,,,
3482,好吧，他現在有的是時間！,不，他正忙著寫一本關於當總統有多困難的書。,,,
3483,您收到正式選票範本了嗎？,是的，根據選民指示。,,,
3484,是的，根據選民指示。,你打算如何投票？,,,
3485,你打算如何投票？,和以前一樣，透過郵件。我只花了一張 42 美分的郵票。,,,
3486,和以前一樣，透過郵件。我只花了一張 42 美分的郵票。,我的意思是，你會投票支持還是反對新稅收？,,,
3487,我的意思是，你會投票支持還是反對新稅收？,當然，反對所有人。,,,
3488,當然，反對所有人。,但我們需要新的稅收來支付高速公路、學校和監獄的費用。,,,
3489,但我們需要新的稅收來支付高速公路、學校和監獄的費用。,我們已經投票贊成徵收新稅來支付所有這些費用！,,,
3490,我們已經投票贊成徵收新稅來支付所有這些費用！,這是真的。那些錢都去哪了？,,,
3491,這是真的。那些錢都去哪了？,我們的立法者將其花在世界各地的頭等艙旅行上。,,,
3492,我們的立法者將其花在世界各地的頭等艙旅行上。,他們用我們的錢玩得很開心。,,,
3493,他們用我們的錢玩得很開心。,那我們什麼時候才能停止給他們更多呢？,,,
3494,你決定如何投票了嗎？,你是指措施1、2、3嗎？,,,
3495,你是指措施1、2、3嗎？,是的。那些將改善我們的學校、道路和醫院的計畫。,,,
3496,是的。那些將改善我們的學校、道路和醫院的計畫。,你指的是提高我們稅收的措施。,,,
3497,你指的是提高我們稅收的措施。,但電視廣告說我們的稅不會增加。,,,
3498,但電視廣告說我們的稅不會增加。,你相信電視廣告嗎？,,,
3499,你相信電視廣告嗎？,我喜歡消防員告訴我們為什麼我們應該投贊成票的那一集。,,,
3500,我喜歡消防員告訴我們為什麼我們應該投贊成票的那一集。,別相信他！無論電視廣告告訴你什麼，事實恰恰相反。,,,
3501,別相信他！無論電視廣告告訴你什麼，事實恰恰相反。,但措施1的標題是「免費改善學校」。,,,
3502,但措施1的標題是「免費改善學校」。,標題應該是「付出巨大代價建造更好的學校」。,,,
3503,標題應該是「付出巨大代價建造更好的學校」。,我不敢相信他們會對我們說謊。,,,
3504,我不敢相信他們會對我們說謊。,他們當然撒謊了？？這就是政客所做的！,,,
3505,我肚子痛。,這是你吃的東西嗎？,,,
3506,這是你吃的東西嗎？,或許。我不知道。,,,
3507,或許。我不知道。,你早餐吃了什麼？,,,
3508,你早餐吃了什麼？,通常，麥片加牛奶和一根香蕉。,,,
3509,通常，麥片加牛奶和一根香蕉。,也許牛奶不好。,,,
3510,也許牛奶不好。,味道不錯。,,,
3511,味道不錯。,也許香蕉壞了。,,,
3512,也許香蕉壞了。,不，香蕉很好吃。,,,
3513,不，香蕉很好吃。,也許你只需要去趟洗手間。,,,
3514,也許你只需要去趟洗手間。,不，這不是問題。,,,
3515,不，這不是問題。,也許過一會兒它就會消失。,,,
3516,這個污漬是什麼？,我不知道。,,,
3517,我不知道。,它看起來像血。,,,
3518,它看起來像血。,我想我的鼻子在流血。,,,
3519,我想我的鼻子在流血。,你應該立即弄濕你的襯衫。,,,
3520,你應該立即弄濕你的襯衫。,為什麼？,,,
3521,為什麼？,因為這樣可以讓襯衫上的血跡消失。,,,
3522,因為這樣可以讓襯衫上的血跡消失。,有點血是什麼？,,,
3523,有點血是什麼？,你的白襯衫被毀了。,,,
3524,你的白襯衫被毀了。,所以，我就再買一個。,,,
3525,所以，我就再買一個。,你可以在家裡穿著它。,,,
3526,你可以在家裡穿著它。,下次我會立即浸泡它。,,,
3527,我的手指受傷了。,他們為什麼受傷？,,,
3528,他們為什麼受傷？,我打字太多了。,,,
3529,我打字太多了。,你應該休息一下。,,,
3530,你應該休息一下。,我需要打字來賺錢。,,,
3531,我需要打字來賺錢。,但打字會帶給你痛苦。,,,
3532,但打字會帶給你痛苦。,也許我應該去看醫生。,,,
3533,也許我應該去看醫生。,醫生太貴了。,,,
3534,醫生太貴了。,他可能會告訴我休息一會兒。,,,
3535,他可能會告訴我休息一會兒。,他可能想把你切開。,,,
3536,他可能想把你切開。,他可能會說我很好。,,,
3537,他可能會說我很好。,他可能會說你患有骨癌。,,,
3538,醫生說什麼？,他認為我壓力太大。,,,
3539,他認為我壓力太大。,壓力會導致胃痛嗎？,,,
3540,壓力會導致胃痛嗎？,壓力會為不同的人帶來不同的問題。,,,
3541,壓力會為不同的人帶來不同的問題。,那他讓你做什麼呢？,,,
3542,那他讓你做什麼呢？,他說我需要正面思考。,,,
3543,他說我需要正面思考。,他沒有給你吃藥嗎？,,,
3544,他沒有給你吃藥嗎？,我討厭藥物。這讓我感覺不同。,,,
3545,我討厭藥物。這讓我感覺不同。,那麼你如何看待正面的事情呢？,,,
3546,那麼你如何看待正面的事情呢？,我想著美好的事情。,,,
3547,我想著美好的事情。,像什麼？,,,
3548,像什麼？,就像在海灘度過的一天，我的腳趾埋在沙子裡。,,,
3549,我割傷了手指。,你是怎麼做到的？,,,
3550,你是怎麼做到的？,這是剪紙。,,,
3551,這是剪紙。,紙張可能很危險。,,,
3552,紙張可能很危險。,也很痛。,,,
3553,也很痛。,被紙割傷會造成很大的傷害。,,,
3554,被紙割傷會造成很大的傷害。,創可貼在哪裡？,,,
3555,創可貼在哪裡？,我想它們在藥櫃裡。,,,
3556,我想它們在藥櫃裡。,它就在我的指尖上。,,,
3557,它就在我的指尖上。,創可貼可能不起作用。,,,
3558,創可貼可能不起作用。,在傷口癒合之前我不能使用這根手指。,,,
3559,在傷口癒合之前我不能使用這根手指。,可能需要一兩天才能痊癒。,,,
3560,你聞到了嗎？,哦是的。,,,
3561,哦是的。,我無法忍受香煙煙霧。,,,
3562,我無法忍受香煙煙霧。,味道太難聞了。,,,
3563,味道太難聞了。,一根香菸就臭了整個人行道。,,,
3564,一根香菸就臭了整個人行道。,吸煙者認為自己很酷。,,,
3565,吸煙者認為自己很酷。,他們太弱了。,,,
3566,他們太弱了。,一點煙就能控制它們。,,,
3567,一點煙就能控制它們。,他們吸一口煙看起來很傻。,,,
3568,他們吸一口煙看起來很傻。,然後他們從嘴裡吐出煙霧。,,,
3569,然後他們從嘴裡吐出煙霧。,他們認為這很酷。,,,
3570,他們認為這很酷。,香煙很臭。,,,
3571,你感冒了嗎？,是的，我願意。,,,
3572,是的，我願意。,你怎麼得到的？,,,
3573,你怎麼得到的？,我姐姐感冒了。她把它給了我。,,,
3574,我姐姐感冒了。她把它給了我。,有吃什麼藥治療感冒嗎？,,,
3575,有吃什麼藥治療感冒嗎？,不，我只是常常擤鼻涕。,,,
3576,不，我只是常常擤鼻涕。,你的鼻子堵住了嗎？,,,
3577,你的鼻子堵住了嗎？,是的。我必須用嘴巴呼吸。,,,
3578,是的。我必須用嘴巴呼吸。,你試過滴鼻劑嗎？,,,
3579,你試過滴鼻劑嗎？,不，我不喜歡滴鼻劑。,,,
3580,不，我不喜歡滴鼻劑。,他們工作得很好。,,,
3581,他們工作得很好。,我不在乎。我不喜歡往鼻子滴藥水。,,,
3582,請你在我背上塗防曬霜好嗎？,當然。,,,
3583,當然。,謝謝。,,,
3584,謝謝。,你不應該在陽光下躺太久。,,,
3585,你不應該在陽光下躺太久。,我想曬黑。我不想看起來那麼蒼白。,,,
3586,我想曬黑。我不想看起來那麼蒼白。,臉色蒼白怎麼了？,,,
3587,臉色蒼白怎麼了？,人們認為你可能生病了。,,,
3588,人們認為你可能生病了。,誰這麼認為？,,,
3589,誰這麼認為？,我不知道。,,,
3590,我不知道。,臉色蒼白總比得皮膚癌好。,,,
3591,臉色蒼白總比得皮膚癌好。,我知道。,,,
3592,我知道。,那你為什麼要跟我爭論呢？不要在陽光下躺太久！,,,
3593,我無法戒菸。,當然可以。,,,
3594,當然可以。,我沒有足夠的意志力。,,,
3595,我沒有足夠的意志力。,你當然知道。,,,
3596,你當然知道。,我希望我從來沒有開始過。,,,
3597,我希望我從來沒有開始過。,每個吸煙者也是如此。,,,
3598,每個吸煙者也是如此。,我曾多次嘗試戒菸。,,,
3599,我曾多次嘗試戒菸。,其他人也是如此。,,,
3600,其他人也是如此。,似乎沒有任何作用。,,,
3601,似乎沒有任何作用。,所需要的只是意志力，而你擁有它。,,,
3602,所需要的只是意志力，而你擁有它。,那我為什麼不能戒掉呢？,,,
3603,那我為什麼不能戒掉呢？,你必須相信自己。,,,
3604,我的背痛死了我。,你做了什麼？,,,
3605,你做了什麼？,我下了車。,,,
3606,我下了車。,就是這樣？,,,
3607,就是這樣？,有一次我因為打噴嚏而傷到了背部。,,,
3608,有一次我因為打噴嚏而傷到了背部。,你應該去看醫生。,,,
3609,你應該去看醫生。,我的醫生說我需要手術。,,,
3610,我的醫生說我需要手術。,所以？,,,
3611,所以？,所以，算了吧。,,,
3612,所以，算了吧。,你沒錢嗎？,,,
3613,你沒錢嗎？,我沒有保險。,,,
3614,我沒有保險。,也許按摩背部會有幫助。,,,
3615,我哥哥一天抽三包菸。,三包什麼？,,,
3616,三包什麼？,當然是香煙。,,,
3617,當然是香煙。,他怎麼能這麼做呢？,,,
3618,他怎麼能這麼做呢？,當他快抽完一支煙時，他會用它點燃另一支煙。,,,
3619,當他快抽完一支煙時，他會用它點燃另一支煙。,他是個煙鬼。,,,
3620,他是個煙鬼。,他已經連續抽煙30年了。,,,
3621,他已經連續抽煙30年了。,簡直不可思議。他還能呼吸嗎？,,,
3622,簡直不可思議。他還能呼吸嗎？,他可以，但他周圍的人不能。,,,
3623,他可以，但他周圍的人不能。,他怎麼可能還活著？,,,
3624,他怎麼可能還活著？,他的醫生說他的心臟和肺部都很強壯而且健康。,,,
3625,他的醫生說他的心臟和肺部都很強壯而且健康。,也許我應該開始吸煙。,,,
3626,我討厭刷牙。,這真是一件苦差事。,,,
3627,這真是一件苦差事。,刷子，刷子。吐，吐。,,,
3628,刷子，刷子。吐，吐。,他們過去做什麼？,,,
3629,他們過去做什麼？,他們用手指刷牙。,,,
3630,他們用手指刷牙。,他們還用手指吃飯！,,,
3631,他們還用手指吃飯！,為什麼他們稱之為美好的舊時光？,,,
3632,為什麼他們稱之為美好的舊時光？,也許是因為他們不需要刷牙和使用牙線。,,,
3633,也許是因為他們不需要刷牙和使用牙線。,誰發明了牙線？,,,
3634,誰發明了牙線？,牙醫，我確定。,,,
3635,牙醫，我確定。,比起刷牙，我更討厭使用牙線！,,,
3636,比起刷牙，我更討厭使用牙線！,我等不及我所有的牙齒都掉光了。,,,
3637,讓我們停下來一會兒。我需要休息一下，喝點水。,這條路很難爬。,,,
3638,這條路很難爬。,尤其是在這樣炎熱的一天。,,,
3639,尤其是在這樣炎熱的一天。,我不敢相信我們沒有看到任何動物。,,,
3640,我不敢相信我們沒有看到任何動物。,謝天謝地！我不想看到任何野生動物。,,,
3641,謝天謝地！我不想看到任何野生動物。,到目前為止我們所看到的只是幾隻蜥蜴。,,,
3642,到目前為止我們所看到的只是幾隻蜥蜴。,我們健行是為了減肥，不是為了看山羊和熊。,,,
3643,我們健行是為了減肥，不是為了看山羊和熊。,我打賭我已經減掉幾磅了。,,,
3644,我打賭我已經減掉幾磅了。,你失去的只是一些汗水。,,,
3645,你失去的只是一些汗水。,我連一磅脂肪都沒有減掉？,,,
3646,我連一磅脂肪都沒有減掉？,如果你想減掉脂肪，你必須每天進行這樣的健行。,,,
3647,如果你想減掉脂肪，你必須每天進行這樣的健行。,好吧，但是我們去城裡徒步吧。至少還有貓和狗可以看。,,,
3648,喔不，我臉上又長了一個痘痘。,粉刺很糟。,,,
3649,粉刺很糟。,好像我幾乎每天都會長一個新痘痘。,,,
3650,好像我幾乎每天都會長一個新痘痘。,也許是你飲食中的某些東西。,,,
3651,也許是你飲食中的某些東西。,不，我日復一日地吃同樣的東西。,,,
3652,不，我日復一日地吃同樣的東西。,那麼也許它就在你的基因裡。,,,
3653,那麼也許它就在你的基因裡。,你可能是對的。,,,
